"","Year","YS","YSP","Site","Point","Num_Trees","Dom_spp","Mean_DBH","Median_DBH","Max_DBH","Spp_maxDBH","Mean_decay","Num_live","Num_snags","Median_health","Num_2BI_Pl","Num_2BI_FD","Num_2BI_Sx","Perc_At","eff_HY","dist_to_cut","edge_near","cut","Spp","N_flg","NEST","type"
"1",1995,"1995_MG","1995_MG_B1","MG","B1",13,"AT",21.23076923,21,28.7,"AT",1.153846154,12,1,"HE",0,0,0,0.615384615,1985,1283.80484501742,5,0,NA,NA,NA,"available"
"2",1995,"1995_MG","1995_MG_B2","MG","B2",17,"AT",17.68235294,17.5,21.7,"AT",1.529411765,16,1,"HE",0,0,0,0.941176471,1985,1376.2901767972,85,0,NA,NA,NA,"available"
"3",1995,"1995_MG","1995_MG_B3","MG","B3",21,"FD",26.12857143,24.1,66.8,"FD",1.19047619,20,1,"HE",0,0,0,0,1985,1472.17094388241,180,0,NA,NA,NA,"available"
"4",1995,"1995_MG","1995_MG_B4","MG","B4",28,"FD",25.46785714,24.6,51.5,"FD",1.107142857,27,1,"HE",0,0,0,0.035714286,1985,1575.87022216955,240,0,NA,NA,NA,"available"
"5",1995,"1995_MG","1995_MG_C1","MG","C1",13,"AT",16.98461538,16,22.6,"AT",1.153846154,12,1,"HE",0,0,0,0.846153846,1985,1278.36052362877,5,0,NA,NA,NA,"available"
"6",1995,"1995_MG","1995_MG_C2","MG","C2",13,"FD",19.61538462,16.5,38.5,"FD",1.153846154,12,1,"HE",0,0,0,0,1985,1376.12004728542,60,0,NA,NA,NA,"available"
"7",1995,"1995_MG","1995_MG_C3","MG","C3",18,"FD",27.13333333,17.3,77.8,"FD",1.388888889,16,2,"HE",0,0,0,0,1985,1479.24600160049,140,0,NA,NA,NA,"available"
"8",1995,"1995_MG","1995_MG_C4","MG","C4",26,"FD",26.63461538,22.6,51.3,"FD",1.653846154,22,4,"HE",1,0,0,0.115384615,1985,1582.19368062639,230,0,NA,NA,NA,"available"
"9",1995,"1995_MG","1995_MG_D1","MG","D1",4,"PL",18.2,17.7,22.5,"PL",1,4,0,"HE",0,0,0,0,1985,1269.6225205921,5,0,NA,NA,NA,"available"
"10",1995,"1995_MG","1995_MG_D2","MG","D2",14,"AT",15.92142857,15.3,21,"FD",1.071428571,14,0,"HE",0,0,0,0.928571429,1985,1363.50815545276,15,0,NA,NA,NA,"available"
"11",1995,"1995_MG","1995_MG_D3","MG","D3",13,"FD",29.33846154,18.2,79.6,"FD",1.461538462,10,3,"HE",0,0,0,0,1985,1471.1894928162,125,0,NA,NA,NA,"available"
"12",1995,"1995_MG","1995_MG_D4","MG","D4",17,"FD",23.28235294,19.5,63.6,"FD",1.117647059,16,1,"HE",0,0,0,0.058823529,1985,1571.12041333566,225,0,NA,NA,NA,"available"
"13",1995,"1995_MG","1995_MG_E1","MG","E1",4,"PL",17.225,16.45,21.7,"AT",1.25,4,0,"HE",0,0,0,0.25,1985,1282.18501681057,5,0,NA,NA,NA,"available"
"14",1995,"1995_MG","1995_MG_E2","MG","E2",19,"FD",23.33157895,20.1,76.7,"FD",1.157894737,18,1,"HE",0,0,0,0,1985,1388.07281103953,40,0,NA,NA,NA,"available"
"15",1995,"1995_MG","1995_MG_E3","MG","E3",24,"FD",21.62916667,18.3,84.5,"FD",1.333333333,22,2,"HE",0,0,0,0,1985,1489.20409597372,90,0,NA,NA,NA,"available"
"16",1995,"1995_MG","1995_MG_E4","MG","E4",22,"FD",33.9,27.35,88.3,"FD",1.318181818,21,1,"HE",0,0,0,0.136363636,1985,1573.58603663246,15,0,NA,NA,NA,"available"
"17",1995,"1995_MG","1995_MG_F1","MG","F1",17,"AT",21.63529412,22.9,31.8,"PL",1.117647059,16,1,"HE",0,0,0,0.764705882,1985,1417.73631286125,30,0,NA,NA,NA,"available"
"18",1995,"1995_MG","1995_MG_F2","MG","F2",25,"FD",26.988,21.8,65.3,"FD",1.4,22,3,"HE",0,0,0,0,1985,1516.78266869707,120,0,NA,NA,NA,"available"
"19",1995,"1995_MG","1995_MG_F3","MG","F3",20,"FD",19.845,19.85,32.6,"PL",1,20,0,"HE",0,0,0,0.1,1985,1615.06808570766,195,0,NA,NA,NA,"available"
"20",1995,"1995_MG","1995_MG_F4","MG","F4",16,"FD",23.48125,17.75,50,"FD",1,16,0,"HE",0,0,0,0,1985,1709.15011912637,105,0,NA,NA,NA,"available"
"21",1995,"1995_RC","1995_RC_22","RC","22",12,"PL",21.80833333,19.05,44.4,"FD",1.5,10,2,"HE",0,0,0,0,1987,1906.67770126879,15,0,NA,NA,NA,"available"
"22",1995,"1995_RC","1995_RC_23","RC","23",15,"PL",25.71333333,19.2,48.7,"PL",1.266666667,14,1,"HE",0,0,0,0.066666667,1987,1935.92143911775,10,0,NA,NA,NA,"available"
"23",1995,"1995_RC","1995_RC_24","RC","24",14,"PL",21.65714286,19.6,32.4,"AT",1.071428571,14,0,"HE",0,0,0,0.357142857,1987,2118.26775279225,30,0,NA,NA,NA,"available"
"24",1995,"1995_RC","1995_RC_25","RC","25",7,"AT",23.07142857,23.6,32.1,"AT",1.571428571,6,1,"HE",0,0,0,0.571428571,1987,1892.33774205501,1,0,NA,NA,NA,"available"
"25",1995,"1995_RC","1995_RC_26","RC","26",12,"PL",23.91666667,23.65,30.6,"PL",1.416666667,10,2,"HE",1,0,0,0,1987,1521.17274334713,5,0,NA,NA,NA,"available"
"26",1995,"1995_RC","1995_RC_27","RC","27",13,"PL",22.46153846,20.7,34.8,"PL",1.230769231,12,1,"HE",0,0,0,0.230769231,1987,1501.01561734577,10,0,NA,NA,NA,"available"
"27",1995,"1995_RC","1995_RC_28","RC","28",5,"PL",28.62,25.8,49.1,"PL",1.2,5,0,"HE",0,0,0,0.4,1987,1570.51476052104,10,0,NA,NA,NA,"available"
"28",1995,"1995_RC","1995_RC_29","RC","29",15,"PL",24.49333333,22.7,34.7,"AT",3,6,9,"BI",0,0,0,0.4,1987,2556.25425273006,15,0,NA,NA,NA,"available"
"29",1995,"1995_RL","1995_RL_A1","RL","A1",34,"SX",21.89705882,20.75,36.7,"PL",1.852941176,23,11,"HE",1,0,0,0.057142857,1987,1932.40243300055,50,0,NA,NA,NA,"available"
"30",1995,"1995_RL","1995_RL_A2","RL","A2",26,"FD",22.89615385,21.05,43.4,"PL",1.192307692,24,2,"HE",0,0,0,0.038461538,1987,1904.78686466925,120,0,NA,NA,NA,"available"
"31",1995,"1995_RL","1995_RL_A3","RL","A3",14,"PL",19.22857143,18.75,33.4,"FD",1,14,0,"HE",0,0,0,0,1987,1877.12977561984,50,0,NA,NA,NA,"available"
"32",1995,"1995_RL","1995_RL_B1","RL","B1",12,"FD",36.2,35.5,57.5,"FD",1,12,0,"HE",0,0,0,0,1987,1827.18377965609,80,0,NA,NA,NA,"available"
"33",1995,"1995_RL","1995_RL_B2","RL","B2",17,"PL",21.81176471,19.6,36.1,"PL",1,17,0,"HE",0,0,0,0,1987,1794.2990636423,100,0,NA,NA,NA,"available"
"34",1995,"1995_RL","1995_RL_B3","RL","B3",5,"PL",18.14,17.5,24,"PL",1,5,0,"HE",0,0,0,0,1987,1769.59592069761,55,0,NA,NA,NA,"available"
"35",1995,"1995_RL","1995_RL_B4","RL","B4",8,"PL",21.975,20.85,34.2,"FD",1,8,0,"HE",0,0,0,0,1987,1743.01702474554,10,0,NA,NA,NA,"available"
"36",1995,"1995_RL","1995_RL_B5","RL","B5",14,"PL",19.21428571,18.95,24.6,"PL",1,14,0,"HE",0,0,0,0,1987,1726.39278816134,30,0,NA,NA,NA,"available"
"37",1995,"1995_RL","1995_RL_C1","RL","C1",18,"FD",28.51666667,27.65,41.5,"FD",1.111111111,17,1,"HE",0,0,0,0,1987,1733.31772551022,50,0,NA,NA,NA,"available"
"38",1995,"1995_RL","1995_RL_C2","RL","C2",19,"FD",21.43157895,19.8,42,"FD",1.052631579,19,0,"HE",0,1,0,0.052631579,1987,1705.95499561768,170,0,NA,NA,NA,"available"
"39",1995,"1995_RL","1995_RL_C3","RL","C3",11,"PL",19.81818182,19.2,25.1,"PL",1,11,0,"HE",0,0,0,0,1987,1675.13226965515,70,0,NA,NA,NA,"available"
"40",1995,"1995_RL","1995_RL_C4","RL","C4",18,"PL",20.34444444,20.8,27.5,"PL",1.055555556,18,0,"HE",1,0,0,0,1987,1648.34962942729,20,0,NA,NA,NA,"available"
"41",1995,"1995_RL","1995_RL_C5","RL","C5",10,"PL",23.01,21.3,33.6,"AT",1.1,10,0,"HE",0,0,0,0.3,1987,1622.41320256639,50,0,NA,NA,NA,"available"
"42",1995,"1995_SC","1995_SC_10","SC","10",1,"PL",15.9,15.9,15.9,"PL",1,1,0,"HE",0,0,0,0,1988,2129.34319224801,15,0,NA,NA,NA,"available"
"43",1995,"1995_SC","1995_SC_11","SC","11",8,"AT",17.3,16.15,28.6,"AT",1.625,7,1,"BI",0,0,0,1,1988,2288.05555758917,5,0,NA,NA,NA,"available"
"44",1995,"1995_SC","1995_SC_12","SC","12",9,"PL",25.2,22.6,35.9,"PL",2.111111111,6,3,"HE",0,0,0,0.222222222,1988,1983.80407160557,10,0,NA,NA,NA,"available"
"45",1995,"1995_SC","1995_SC_13","SC","13",5,"AT",24.6,20,38.4,"PL",3.8,1,4,"UK",0,0,0,0.8,1988,1918.41154246364,20,0,NA,NA,NA,"available"
"46",1995,"1995_SC","1995_SC_14","SC","14",16,"AT",27.28125,24.25,54.4,"FD",2.6875,8,8,"UK",0,0,0,0.8125,1988,1611.36057205419,10,0,NA,NA,NA,"available"
"47",1995,"1995_SC","1995_SC_15","SC","15",7,"AT",29.01428571,31.1,34.1,"AT",3.857142857,1,6,"BI",0,0,0,1,1988,1406.90102142232,10,0,NA,NA,NA,"available"
"48",1995,"1995_SC","1995_SC_16","SC","16",2,"PL",19.95,19.95,23.2,"PL",1,2,0,"HE",0,0,0,0,1988,1224.20792373214,10,0,NA,NA,NA,"available"
"49",1995,"1995_SC","1995_SC_17","SC","17",18,"PL",28.28888889,29.75,42.1,"PL",1.388888889,16,2,"HE",2,0,0,0.111111111,1988,1212.40184931892,1,0,NA,NA,NA,"available"
"50",1995,"1995_SC","1995_SC_18","SC","18",5,"AT",38.68,37.8,51.3,"AT",2.4,4,1,"BT",0,0,0,1,1988,1283.44748796382,5,0,NA,NA,NA,"available"
"51",1995,"1995_SC","1995_SC_19","SC","19",14,"PL",24.57142857,24.95,36.1,"AT",1.714285714,10,4,"HE",0,0,0,0.285714286,1988,1133.86730576066,15,0,NA,NA,NA,"available"
"52",1995,"1995_SC","1995_SC_20","SC","20",8,"AT",32.65,30.95,47.8,"AT",2.875,3,5,"UK",0,0,0,1,1988,1036.92183284948,10,0,NA,NA,NA,"available"
"53",1995,"1995_SC","1995_SC_21","SC","21",5,"AT",33.02,42.5,49.5,"AT",1.6,5,0,"HE",0,0,0,1,1988,1046.39861865455,20,0,NA,NA,NA,"available"
"54",1995,"1995_SC","1995_SC_22","SC","22",3,"AT",39.86666667,36.8,46,"AT",2.666666667,2,1,"BI",0,0,0,1,1988,717.655755936457,10,0,NA,NA,NA,"available"
"55",1995,"1995_SC","1995_SC_23","SC","23",10,"AT",40.52,46.7,54,"AT",1.8,8,2,"BI",0,0,0,1,1988,524.518625124767,25,0,NA,NA,NA,"available"
"56",1995,"1995_SC","1995_SC_24","SC","24",12,"AT",24.09166667,24.9,31.1,"AT",2.666666667,6,6,"HE",0,0,0,1,1988,524.789472949709,10,0,NA,NA,NA,"available"
"57",1995,"1995_SC","1995_SC_25","SC","25",2,"AT",23.65,23.65,25.9,"AT",3,1,1,"BI",0,0,0,1,1988,605.452594746636,5,0,NA,NA,NA,"available"
"58",1995,"1995_SC","1995_SC_26","SC","26",12,"AT",26.325,28.25,34.8,"AT",2.583333333,6,6,"UK",0,0,0,1,1988,1227.05566955431,10,0,NA,NA,NA,"available"
"59",1995,"1995_SW","1995_SW_A1","SW","A1",32,"FD",20.66875,20.15,37.7,"FD",1.21875,30,2,"HE",0,0,0,0,1985,2831.87754986011,65,0,NA,NA,NA,"available"
"60",1995,"1995_SW","1995_SW_A2","SW","A2",10,"PL",15.84,16.15,18.1,"PL",1,10,0,"HE",0,0,0,0,1985,2797.57110027445,165,0,NA,NA,NA,"available"
"61",1995,"1995_SW","1995_SW_A3","SW","A3",11,"PL",18.2,17.5,26.9,"PL",1.272727273,10,1,"HE",0,0,0,0,1985,2763.27303573188,240,0,NA,NA,NA,"available"
"62",1995,"1995_SW","1995_SW_A4","SW","A4",8,"PL",18.1625,18.25,22.1,"PL",1,8,0,"HE",0,0,0,0,1985,2735.67988860116,350,0,NA,NA,NA,"available"
"63",1995,"1995_SW","1995_SW_A5","SW","A5",25,"FD",27.652,21,69,"FD",1.08,24,1,"HE",0,0,0,0.04,1986,2712.56180366983,440,0,NA,NA,NA,"available"
"64",1995,"1995_SW","1995_SW_B1","SW","B1",6,"PL",19.68333333,16.25,29.3,"FD",1,6,0,"HE",0,0,0,0.166666667,1985,2927.59490421159,65,0,NA,NA,NA,"available"
"65",1995,"1995_SW","1995_SW_B2","SW","B2",8,"AT",25.8,23.2,39.3,"FD",2.25,5,3,"HE",0,0,0,0.875,1985,2886.27325022991,140,0,NA,NA,NA,"available"
"66",1995,"1995_SW","1995_SW_B3","SW","B3",5,"AT",30.28,25.9,45.7,"FD",3,3,2,"HE",0,0,0,0.6,1986,2835.08414606327,240,0,NA,NA,NA,"available"
"67",1995,"1995_SW","1995_SW_B4","SW","B4",10,"AT",27.42,24.85,41.2,"FD",1.1,10,0,"HE",0,0,0,0.5,1986,2748.71486161654,350,0,NA,NA,NA,"available"
"68",1995,"1995_SW","1995_SW_B5","SW","B5",33,"FD",21.75454545,21.8,30.4,"FD",1,33,0,"HE",0,0,0,0,1986,2657.48067080063,450,0,NA,NA,NA,"available"
"69",1995,"1995_SW","1995_SW_C1","SW","C1",8,"AT",19.825,19.9,28.4,"AT",1.5,6,2,"HE",0,0,0,0.5,1986,2975.01543940601,40,0,NA,NA,NA,"available"
"70",1995,"1995_SW","1995_SW_C2","SW","C2",3,"FD",24.1,22.1,32.4,"FD",1,3,0,"HE",0,0,0,0,1986,2877.57146898593,145,0,NA,NA,NA,"available"
"71",1995,"1995_SW","1995_SW_C3","SW","C3",3,"FD",32.53333333,32.3,35.1,"FD",1,3,0,"HE",0,0,0,0,1986,2787.7534975193,250,0,NA,NA,NA,"available"
"72",1995,"1995_SW","1995_SW_C4","SW","C4",6,"AT",22.98333333,24.7,27.1,"AT",3.166666667,2,4,"BI",0,0,0,1,1986,2702.71431204952,345,0,NA,NA,NA,"available"
"73",1995,"1995_SW","1995_SW_C5","SW","C5",3,"FD",32.86666667,35.6,42,"FD",1,3,0,"HE",0,0,0,0,1986,2621.86505366521,440,0,NA,NA,NA,"available"
"74",1995,"1995_TO","1995_TO_A1","TO","A1",12,"PL",20.325,20.65,25.6,"PL",1,12,0,"HE",0,0,0,0,1985,2030.89389235114,35,0,NA,NA,NA,"available"
"75",1995,"1995_TO","1995_TO_A2","TO","A2",14,"FD",22.67857143,18.45,61.5,"FD",1,14,0,"HE",0,0,0,0.071428571,1985,1936.31236392915,110,0,NA,NA,NA,"available"
"76",1995,"1995_TO","1995_TO_A3","TO","A3",11,"FD",38.43636364,31.5,76.1,"FD",1.272727273,11,0,"HE",0,3,0,0,1985,1834.56280999124,95,0,NA,NA,NA,"available"
"77",1995,"1995_TO","1995_TO_A4","TO","A4",11,"FD",53,60.4,98.1,"FD",1.727272727,7,4,"HE",0,0,0,0,1985,1739.73080181344,115,0,NA,NA,NA,"available"
"78",1995,"1995_TO","1995_TO_A5","TO","A5",14,"FD",26.87142857,20.55,72,"FD",1,14,0,"HE",0,0,0,0,1985,1645.50468476552,170,0,NA,NA,NA,"available"
"79",1995,"1995_TO","1995_TO_A6","TO","A6",24,"FD",28.83809524,24.7,83.5,"FD",1,24,0,"HE",0,0,0,0,1985,1540.22559978972,250,1,NA,NA,NA,"available"
"80",1995,"1995_TO","1995_TO_A7","TO","A7",5,"FD",42.42,44.8,52.8,"FD",1,5,0,"HE",0,0,0,0.2,1985,1422.58099564931,350,1,NA,NA,NA,"available"
"81",1995,"1995_TO","1995_TO_A8","TO","A8",27,"FD",28.07727273,28.35,38.7,"FD",1.259259259,25,2,"HE",0,0,0,0,1985,1339.58786798112,280,0,NA,NA,NA,"available"
"82",1995,"1995_TO","1995_TO_B1","TO","B1",51,"FD",27.56666667,27.5,45.2,"FD",1.470588235,45,6,"HE",0,0,0,0.37254902,1985,2041.84748014368,40,0,NA,NA,NA,"available"
"83",1995,"1995_TO","1995_TO_B2","TO","B2",22,"FD",24.85909091,25.25,41.7,"AT",1.272727273,20,2,"HE",0,0,0,0.045454545,1985,1943.76596810261,85,0,NA,NA,NA,"available"
"84",1995,"1995_TO","1995_TO_B3","TO","B3",28,"FD",21.51785714,20.3,38,"FD",1,28,0,"HE",0,0,0,0,1985,1850.05369143399,80,0,NA,NA,NA,"available"
"85",1995,"1995_TO","1995_TO_B4","TO","B4",6,"AT",27,22.8,40.2,"FD",1.166666667,6,0,"HE",1,0,0,0.5,1985,1751.23364828203,100,0,NA,NA,NA,"available"
"86",1995,"1995_TO","1995_TO_B5","TO","B5",16,"FD",24.64375,19.1,60.8,"FD",1,16,0,"HE",0,0,0,0,1985,1653.31583275605,155,0,NA,NA,NA,"available"
"87",1995,"1995_TO","1995_TO_B6","TO","B6",20,"FD",38.88,27.7,99.2,"FD",1.2,18,2,"HE",0,0,0,0,1985,1560.02388932415,165,0,NA,NA,NA,"available"
"88",1995,"1995_TO","1995_TO_B7","TO","B7",16,"FD",24.0875,19.25,74.3,"FD",1.25,15,1,"HE",0,0,0,0.0625,1985,1464.90272448355,210,1,NA,NA,NA,"available"
"89",1995,"1995_TO","1995_TO_B8","TO","B8",20,"FD",28.605,23.15,70.4,"FD",1.65,16,4,"HE",0,1,0,0,1985,1376.13375990634,170,1,NA,NA,NA,"available"
"90",1995,"1995_YY","1995_YY_B1","YY","B1",16,"SX",20.875,18.5,31.8,"SX",1.25,14,2,"HE",0,0,0,0,1985,1765.34134135568,60,0,NA,NA,NA,"available"
"91",1995,"1995_YY","1995_YY_B2","YY","B2",29,"FD",23.80344828,19.3,70.5,"FD",1.310344828,27,2,"HE",0,2,0,0,1985,1861.48850735969,145,1,NA,NA,NA,"available"
"92",1995,"1995_YY","1995_YY_B3","YY","B3",12,"FD",20.04166667,18,30.7,"FD",1,12,0,"HE",0,0,0,0,1985,1960.63316713236,60,1,NA,NA,NA,"available"
"93",1995,"1995_YY","1995_YY_B4","YY","B4",21,"FD",22.12380952,22.6,32.3,"FD",1,21,0,"HE",0,0,0,0,1985,2066.82266058172,65,1,NA,NA,NA,"available"
"94",1995,"1995_YY","1995_YY_B5","YY","B5",2,"FD",39.3,39.3,41.3,"FD",1,2,0,"HE",0,0,0,0,1985,2171.02883242556,140,1,NA,NA,NA,"available"
"95",1995,"1995_YY","1995_YY_C1","YY","C1",6,"FD",41.9,31.75,82.8,"FD",1,6,0,"HE",0,0,0,0,1985,1743.83071947444,55,0,NA,NA,NA,"available"
"96",1995,"1995_YY","1995_YY_C2","YY","C2",8,"FD",27.85,22.15,60.2,"FD",1.375,7,1,"HE",0,0,0,0,1985,1846.13589990284,150,1,NA,NA,NA,"available"
"97",1995,"1995_YY","1995_YY_C3","YY","C3",27,"FD",27.01111111,22.9,59.2,"FD",1.407407407,23,4,"HE",0,0,0,0.037037037,1985,1952.3586920381,135,1,NA,NA,NA,"available"
"98",1995,"1995_YY","1995_YY_C4","YY","C4",6,"FD",25.73333333,27.8,31.3,"FD",1,6,0,"BU",0,0,0,0,1985,2052.37228908696,105,1,NA,NA,NA,"available"
"99",1995,"1995_YY","1995_YY_C5","YY","C5",18,"FD",17.13888889,16.15,23.7,"FD",1,18,0,"HE",0,0,0,0,1985,2153.56065974919,110,1,NA,NA,NA,"available"
"100",1995,"1995_YY","1995_YY_D1","YY","D1",21,"AT",24.18095238,20.8,45.5,"SX",1.380952381,20,1,"HE",0,0,0,0.523809524,1985,1756.79440313037,30,0,NA,NA,NA,"available"
"101",1995,"1995_YY","1995_YY_D2","YY","D2",18,"SX",30.25555556,32,45.1,"SX",1.055555556,18,0,"HE",0,0,1,0,1985,1856.68665887995,130,0,NA,NA,NA,"available"
"102",1995,"1995_YY","1995_YY_D3","YY","D3",14,"SX",34.12857143,24.95,81.1,"FD",1.071428571,14,0,"HE",0,1,0,0,1985,1954.22924250971,145,0,NA,NA,NA,"available"
"103",1995,"1995_YY","1995_YY_D4","YY","D4",13,"FD",25.73846154,24,39,"FD",1.307692308,12,1,"HE",0,0,0,0,1985,2046.60442808086,50,0,NA,NA,NA,"available"
"104",1995,"1995_YY","1995_YY_D5","YY","D5",9,"FD",23.23333333,22.6,32.8,"FD",1,9,0,"HE",0,0,0,0,1985,2160.20955753192,10,0,NA,NA,NA,"available"
"105",1995,"1995_YY","1995_YY_E1","YY","E1",23,"SX",22.64347826,21.5,36.7,"SX",1.173913043,22,1,"HE",0,0,1,0,1985,1748.68063098884,15,0,NA,NA,NA,"available"
"106",1995,"1995_YY","1995_YY_E2","YY","E2",17,"SX",28.07647059,28.8,50.6,"SX",1.470588235,16,1,"HE",0,0,2,0.235294118,1985,1832.85554123992,115,0,NA,NA,NA,"available"
"107",1995,"1995_YY","1995_YY_E3","YY","E3",7,"SX",33.35714286,34.2,47.8,"SX",3.285714286,3,4,"BI",0,0,0,0.285714286,1985,1947.29256929918,170,0,NA,NA,NA,"available"
"108",1995,"1995_YY","1995_YY_E4","YY","E4",19,"FD",23.07368421,21.1,32.6,"FD",1,19,0,"HE",0,0,0,0,1985,2049.4776997085,75,0,NA,NA,NA,"available"
"109",1995,"1995_YY","1995_YY_E5","YY","E5",11,"FD",23.33636364,21.9,33.1,"FD",1,11,0,"HE",0,0,0,0,1985,2152.13449288203,15,0,NA,NA,NA,"available"
"110",1996,"1996_CT","1996_CT_A1","CT","A1",16,"SX",25.7625,23.6,48.8,"SX",1.3125,14,2,"HE",0,0,0,0,1987,2177.4372295916,60,0,NA,NA,NA,"available"
"111",1996,"1996_CT","1996_CT_B1","CT","B1",31,"FD",24.12580645,21,48.6,"PL",1.161290323,29,2,"HE",0,0,0,0.032258065,1987,2301.6989371923,190,0,NA,NA,NA,"available"
"112",1996,"1996_CT","1996_CT_B2","CT","B2",5,"SX",31.22,31.2,39.5,"SX",1,5,0,"HE",0,0,0,0.2,1987,2246.42588679057,145,0,NA,NA,NA,"available"
"113",1996,"1996_CT","1996_CT_B3","CT","B3",27,"SX",26.61481481,25.4,42.9,"AT",1.518518519,24,3,"HE",0,0,0,0.296296296,1987,2209.06264550123,50,0,NA,NA,NA,"available"
"114",1996,"1996_CT","1996_CT_C1","CT","C1",24,"PL",30.92916667,28.35,56.5,"PL",1.333333333,23,1,"HE",2,0,0,0.291666667,1987,2375.34271416697,160,0,NA,NA,NA,"available"
"115",1996,"1996_CT","1996_CT_C2","CT","C2",37,"SX",27.02702703,25.4,50.3,"AT",1.648648649,32,5,"HE",0,0,0,0.324324324,1987,2334.42775507481,100,0,NA,NA,NA,"available"
"116",1996,"1996_CT","1996_CT_D1","CT","D1",35,"AT",25.24,25.8,34.1,"AT",1.257142857,33,2,"HE",0,0,0,1,1987,2462.54638413272,115,0,NA,NA,NA,"available"
"117",1996,"1996_FO","1996_FO_A1","FO","A1",31,"PL",23.1,21.1,40.1,"PL",1.516129032,26,5,"HE",3,0,0,0,1989,704.891554250516,50,0,NA,NA,NA,"available"
"118",1996,"1996_FO","1996_FO_A2","FO","A2",19,"PL",25.81052632,27.1,37.7,"PL",1.526315789,15,4,"HE",0,0,0,0,1989,605.128776030719,150,0,NA,NA,NA,"available"
"119",1996,"1996_FO","1996_FO_B1","FO","B1",14,"PL",24.12142857,24.55,34.4,"SX",1.142857143,14,0,"HE",2,0,0,0,1989,791.333797822066,50,0,NA,NA,NA,"available"
"120",1996,"1996_FO","1996_FO_B2","FO","B2",24,"PL",24.3375,25.15,35.2,"PL",1.375,23,1,"HE",1,0,0,0,1989,703.170006686856,150,0,NA,NA,NA,"available"
"121",1996,"1996_FO","1996_FO_C1","FO","C1",27,"PL",25.03333333,24.9,40.1,"PL",1.592592593,25,2,"HE",5,0,0,0,1989,820.958840239411,50,0,NA,NA,NA,"available"
"122",1996,"1996_FO","1996_FO_C2","FO","C2",9,"SX",28.48888889,30.4,36.6,"SX",1.444444444,8,1,"HE",2,0,0,0,1989,736.152034979898,150,0,NA,NA,NA,"available"
"123",1996,"1996_FO","1996_FO_D1","FO","D1",46,"PL",19.98695652,18.45,37.8,"PL",1.173913043,43,3,"HE",0,0,0,0.02173913,1989,895.028240385385,50,0,NA,NA,NA,"available"
"124",1996,"1996_FO","1996_FO_D2","FO","D2",33,"PL",21.91818182,21.7,34.6,"PL",1.272727273,29,4,"HE",0,0,0,0,1989,814.53532921757,135,0,NA,NA,NA,"available"
"125",1996,"1996_FO","1996_FO_D3","FO","D3",18,"PL",23.82222222,21.3,50,"SX",1.388888889,16,2,"HE",0,0,0,0,1989,735.514213137231,50,0,NA,NA,NA,"available"
"126",1996,"1996_FO","1996_FO_E1","FO","E1",43,"PL",21.1255814,19.1,33.4,"SX",1.302325581,40,3,"HE",0,0,0,0,1989,987.167381946763,30,0,NA,NA,NA,"available"
"127",1996,"1996_FO","1996_FO_E2","FO","E2",12,"PL",25.13333333,23.6,46.7,"PL",1.75,11,1,"DM",1,0,0,0,1989,907.23557854178,120,0,NA,NA,NA,"available"
"128",1996,"1996_FO","1996_FO_E3","FO","E3",12,"PL",31.21666667,30.55,50.6,"PL",1.333333333,11,1,"HE",1,0,0,0,1989,826.412115695724,30,0,NA,NA,NA,"available"
"129",1996,"1996_FO","1996_FO_F1","FO","F1",38,"PL",20.63157895,18.85,31.1,"SX",1.157894737,36,2,"HE",0,0,0,0.052631579,1989,1116.47912066196,30,0,NA,NA,NA,"available"
"130",1996,"1996_FO","1996_FO_F2","FO","F2",37,"PL",19.94054054,18.7,31.6,"PL",1.162162162,34,3,"HE",0,0,0,0,1989,1033.76509102365,130,0,NA,NA,NA,"available"
"131",1996,"1996_FO","1996_FO_F3","FO","F3",33,"PL",20.41818182,19.3,29.8,"PL",1.424242424,32,1,"HE",0,0,0,0,1989,958.258812049632,100,0,NA,NA,NA,"available"
"132",1996,"1996_KN","1996_KN_A1","KN","A1",12,"PL",25.16666667,22.65,49,"SX",1.25,11,1,"HE",0,0,0,0.083333333,1989,1281.05039292054,50,0,NA,NA,NA,"available"
"133",1996,"1996_KN","1996_KN_A2","KN","A2",31,"PL",23.58064516,23.5,34,"PL",1.677419355,26,5,"HE",0,0,0,0,1989,1246.91290530672,150,0,NA,NA,NA,"available"
"134",1996,"1996_KN","1996_KN_A3","KN","A3",25,"PL",23.252,21,53,"SX",1.24,23,2,"HE",0,0,0,0,1989,1212.83226135663,105,0,NA,NA,NA,"available"
"135",1996,"1996_KN","1996_KN_B1","KN","B1",36,"PL",20.34444444,20.2,29.2,"PL",1.194444444,35,1,"HE",1,0,0,0,1989,1355.57456960064,50,0,NA,NA,NA,"available"
"136",1996,"1996_KN","1996_KN_B2","KN","B2",40,"PL",19.1575,17.85,30,"PL",1.25,38,2,"HE",0,0,0,0.075,1989,1326.73545313562,150,0,NA,NA,NA,"available"
"137",1996,"1996_KN","1996_KN_B3","KN","B3",24,"PL",23.54166667,22.95,54.6,"PL",1.333333333,22,2,"HE",0,0,0,0.208333333,1989,1301.90428077747,155,0,NA,NA,NA,"available"
"138",1996,"1996_KN","1996_KN_B4","KN","B4",20,"PL",25.05,22.75,39.5,"PL",1.9,16,4,"HE",0,0,0,0.4,1989,1273.44524915833,65,0,NA,NA,NA,"available"
